name,tfName,up5kbNum,down1kbNum,tssPos,geneSymbol
NM_021641,AP-2alpha,0,1,128077127,ADAM12
NM_021640,AP-2alpha,1,1,53693469,C12orf10
NM_017684,AP-2alpha,1,1,62352664,VPS13C
NM_020821,AP-2alpha,1,1,62352664,VPS13C
NM_001018088,AP-2alpha,1,1,62352664,VPS13C
NM_018080,AP-2alpha,1,1,62352664,VPS13C
NM_002213,AP-2alpha,0,1,124606144,ITGB5
NM_002212,AP-2alpha,1,1,33872594,EIF6
NM_001135702,AP-2alpha,1,1,101962799,YWHAZ
NM_001135701,AP-2alpha,1,1,101963560,YWHAZ
NM_001135700,AP-2alpha,1,1,101963560,YWHAZ
NM_006537,AP-2alpha,1,1,63796809,USP3
NM_001643,AP-2alpha,1,0,161193418,APOA2
NM_001642,AP-2alpha,1,1,129939715,APLP2
NM_019892,AP-2alpha,1,1,139334256,INPP5E
NM_022731,AP-2alpha,0,1,205719372,NUCKS1
NM_024798,AP-2alpha,1,0,64443915,SNX22
NM_001145734,AP-2alpha,1,0,54469005,CDC20B
NM_001199659,AP-2alpha,1,0,38243958,LETM2
NM_177422,AP-2alpha,1,1,36396682,EIF2C3
NM_177401,AP-2alpha,1,1,1248551,MIDN
NM_001199881,AP-2alpha,1,0,22550093,EGR3
NM_001199880,AP-2alpha,1,0,22549902,EGR3
NM_001199877,AP-2alpha,1,1,44069293,SERF2
NM_016547,AP-2alpha,2,1,1167447,SDF4
NM_016545,AP-2alpha,0,1,181057637,IER5
NM_001143688,AP-2alpha,1,1,66585919,DIS3L
NM_001143936,AP-2alpha,1,1,67813521,C15orf61
NM_004739,AP-2alpha,1,1,62369312,MTA2
NM_014994,AP-2alpha,1,1,42066631,MAPKBP1
NM_199187,AP-2alpha,2,1,53342654,KRT18
NM_003647,AP-2alpha,1,1,54911459,DGKE
NM_003645,AP-2alpha,1,1,50474392,SLC27A2
NM_018003,AP-2alpha,1,1,71055850,UACA
NM_004494,AP-2alpha,1,1,156721543,HDGF
NM_004493,AP-2alpha,1,1,53461323,HSD17B10
NM_006736,AP-2alpha,2,1,220144039,DNAJB2
NM_006734,AP-2alpha,2,1,143266338,HIVEP2
NM_006732,AP-2alpha,1,0,45971252,FOSB
NM_145204,AP-2alpha,1,1,72410630,SENP8
NM_001012642,AP-2alpha,1,0,72490136,GRAMD2
NM_001172672,AP-2alpha,1,1,7895780,PNPLA4
NM_001199742,AP-2alpha,0,1,68150859,GADD45A
NM_001128301,AP-2alpha,1,1,20912074,LYRM1
NM_001128306,AP-2alpha,1,1,145968966,PLSCR4
NM_001128302,AP-2alpha,1,1,20912074,LYRM1
NM_001161363,AP-2alpha,1,1,73925753,NPTN
NM_001161364,AP-2alpha,1,1,73925753,NPTN
NM_012428,AP-2alpha,1,1,73925753,NPTN
NM_017455,AP-2alpha,1,1,73925753,NPTN
NM_015028,AP-2alpha,0,1,171178197,TNIK
NM_152243,AP-2alpha,1,1,37956470,CDC42EP1
NM_152237,AP-2alpha,1,1,29702996,GAS2L1
NM_152236,AP-2alpha,1,1,29702996,GAS2L1
NM_152230,AP-2alpha,1,1,60027694,IPMK
NM_152228,AP-2alpha,1,1,1266725,TAS1R3
NM_152227,AP-2alpha,1,1,17949490,SNX5
NM_001160224,AP-2alpha,2,1,42751866,RNF170
NM_001160223,AP-2alpha,2,1,42751866,RNF170
NM_001127197,AP-2alpha,1,1,129244688,ELF4
NM_001160225,AP-2alpha,2,1,42751866,RNF170
NM_014693,AP-2alpha,1,1,183967444,ECE2
NM_145860,AP-2alpha,1,1,167452630,PDCD10
NM_145859,AP-2alpha,1,1,167452651,PDCD10
NM_001099781,AP-2alpha,1,0,24641110,GGT5
NM_002640,AP-2alpha,1,1,61637262,SERPINB8
NM_002637,AP-2alpha,1,1,71934029,PHKA1
NM_002636,AP-2alpha,1,0,33378772,PHF1
NM_024345,AP-2alpha,1,1,37800789,DCAF10
NM_032143,AP-2alpha,1,0,136288806,ZRANB3
NM_032139,AP-2alpha,1,1,33166102,ANKRD27
NM_021129,AP-2alpha,1,1,71993190,PPA1
NM_021130,AP-2alpha,1,0,44836240,PPIA
NM_021128,AP-2alpha,2,1,842529,POLR2L
NM_145805,AP-2alpha,1,1,76629146,ISL2
NM_001160210,AP-2alpha,1,1,95951459,SLC25A13
NM_001160184,AP-2alpha,1,1,901876,PLEKHN1
NM_005724,AP-2alpha,1,1,77363570,TSPAN3
NM_198902,AP-2alpha,1,1,77363570,TSPAN3
NM_000282,AP-2alpha,1,1,100741268,PCCA
NM_002391,AP-2alpha,1,0,46403218,MDK
NM_001199760,AP-2alpha,1,1,80215448,ST20-MTHFS
NM_030962,AP-2alpha,1,1,10315754,SBF2
NM_138621,AP-2alpha,0,1,111878490,BCL2L11
NM_138570,AP-2alpha,1,1,79269096,SLC38A10
NM_001020,AP-2alpha,1,1,39926618,RPS16
NM_001079684,AP-2alpha,1,1,175788809,KIAA1191
NM_174964,AP-2alpha,1,1,44173217,ST3GAL3
NM_174963,AP-2alpha,1,1,44173217,ST3GAL3
NM_170722,AP-2alpha,1,1,119039439,NLRX1
NM_170719,AP-2alpha,1,1,39612252,C13orf23
NM_170713,AP-2alpha,1,1,50374895,RASSF1
NM_170712,AP-2alpha,1,1,50375664,RASSF1
NM_170711,AP-2alpha,1,0,1407583,DAZAP1
NM_170709,AP-2alpha,1,1,67687415,SGK3
NM_170695,AP-2alpha,1,1,3451590,TGIF1
NM_170691,AP-2alpha,1,1,74063042,GFM2
NM_001100625,AP-2alpha,0,1,81040102,CENPN
NM_023034,AP-2alpha,1,1,38239790,WHSC1L1
NM_003112,AP-2alpha,1,0,21467688,SP4
NM_152259,AP-2alpha,1,1,90118817,C15orf42
NM_004553,AP-2alpha,1,1,1801495,NDUFS6
NM_001145207,AP-2alpha,1,1,135376036,HBS1L
NM_001185009,AP-2alpha,1,0,2471179,RNF4
NM_006098,AP-2alpha,1,0,180670906,GNB2L1
NM_006096,AP-2alpha,1,1,134309547,NDRG1
NM_006122,AP-2alpha,1,0,91447419,MAN2A2
NM_198527,AP-2alpha,1,1,91475774,HDDC3
NM_004290,AP-2alpha,0,1,141348450,RNF14
NM_001017919,AP-2alpha,0,1,91498105,RCCD1
NM_033544,AP-2alpha,0,1,91498105,RCCD1
NM_206886,AP-2alpha,1,1,93646280,CCDC18
NM_206889,AP-2alpha,1,1,47878861,DIP2A
NM_001142679,AP-2alpha,1,1,45609769,ANO6
NM_138923,AP-2alpha,0,1,70586113,TAF1
NM_001127711,AP-2alpha,1,1,10747994,TMEM14B
NM_020631,AP-2alpha,0,1,6551760,PLEKHG5
NM_001146103,AP-2alpha,1,1,122283523,PARP9
NM_001199388,AP-2alpha,1,1,131384416,EPB41L2
NM_001199383,AP-2alpha,1,2,158636563,RNF145
NM_000693,AP-2alpha,1,1,101420008,ALDH1A3
NM_017615,AP-2alpha,1,1,123734743,NSMCE4A
NM_017617,AP-2alpha,1,0,139440238,NOTCH1
NM_025141,AP-2alpha,1,1,102192594,TM2D3
NM_078474,AP-2alpha,1,1,102192594,TM2D3
NM_152334,AP-2alpha,1,1,102264645,TARSL2
NM_005933,AP-2alpha,1,0,118307204,MLL
NM_001135937,AP-2alpha,1,1,45457515,SMAD2
NM_130440,AP-2alpha,0,1,43996546,PTPRF
NM_001921,AP-2alpha,1,1,183838630,DCTD
NM_020884,AP-2alpha,1,0,33543703,MYH7B
NM_001128325,AP-2alpha,1,0,1166999,SPON2
NM_001040160,AP-2alpha,1,1,686347,C16orf13
NM_001040161,AP-2alpha,1,1,686347,C16orf13
NM_001040162,AP-2alpha,1,1,686347,C16orf13
NM_001040165,AP-2alpha,1,1,686347,C16orf13
NM_032366,AP-2alpha,1,1,686347,C16orf13
NM_138418,AP-2alpha,1,1,691848,FAM195A
NM_001005920,AP-2alpha,1,1,734439,JMJD8
NM_024042,AP-2alpha,2,0,765172,METRN
NM_023933,AP-2alpha,1,1,771157,FAM173A
NM_001199839,AP-2alpha,1,0,23775970,BCL2L2
NM_058192,AP-2alpha,1,0,838383,RPUSD1
NM_022092,AP-2alpha,0,1,838621,CHTF18
NM_174922,AP-2alpha,1,1,145597730,ADCK5
NM_174920,AP-2alpha,1,0,48207167,SAMD14
NM_174917,AP-2alpha,1,1,89160253,ACSF3
NM_006407,AP-2alpha,0,1,69134089,ARL6IP5
NM_006406,AP-2alpha,1,1,23685644,PRDX4
NM_153373,AP-2alpha,1,1,177659803,AGXT2L2
NM_153371,AP-2alpha,1,1,28194720,LNX2
NM_001113575,AP-2alpha,1,0,133702765,CDKL3
NM_003028,AP-2alpha,1,1,38069210,SHB
NM_020825,AP-2alpha,2,0,1664640,CRAMP1L
NM_080861,AP-2alpha,1,1,1832581,SPSB3
NM_030927,AP-2alpha,1,0,82214037,TSPAN14
NM_030929,AP-2alpha,1,1,102820998,KAZALD1
NM_001195082,AP-2alpha,1,1,105864919,TEX22
NM_001194958,AP-2alpha,0,1,21279698,KCNJ18
NM_001194954,AP-2alpha,0,1,138609440,MATR3
NM_001205029,AP-2alpha,1,0,68726161,MDM1
NM_014353,AP-2alpha,2,0,2198650,RAB26
NM_013248,AP-2alpha,1,1,23331372,NXT1
NM_013247,AP-2alpha,1,1,74756531,HTRA2
NM_001761,AP-2alpha,1,0,2479394,CCNF
NM_006799,AP-2alpha,0,1,2867163,PRSS21
NM_144956,AP-2alpha,0,1,2867163,PRSS21
NM_144957,AP-2alpha,0,1,2867163,PRSS21
NM_022119,AP-2alpha,1,0,2908171,PRSS22
NM_013283,AP-2alpha,1,0,162932584,MAT2B
NM_005173,AP-2alpha,1,1,3867736,ATP2A3
NM_005402,AP-2alpha,1,1,39663151,RALA
NM_003789,AP-2alpha,1,0,67193812,TRADD
NM_006441,AP-2alpha,2,1,80189391,MTHFS
NM_006437,AP-2alpha,1,1,25086948,PARP4
NM_001203258,AP-2alpha,1,0,105886185,MTA1
NM_001170755,AP-2alpha,1,0,148558187,NBPF15
NM_177938,AP-2alpha,1,1,49027340,P4HTM
NM_177937,AP-2alpha,0,1,88715116,GOLM1
NM_001199741,AP-2alpha,0,1,68150859,GADD45A
NM_003749,AP-2alpha,0,1,110438914,IRS2
NM_080865,AP-2alpha,1,0,51989329,GPR62
NM_001166417,AP-2alpha,1,1,85156151,SSX2IP
NM_001142289,AP-2alpha,0,1,4674825,MGRN1
NM_001142290,AP-2alpha,0,1,4674825,MGRN1
NM_001142291,AP-2alpha,0,1,4674825,MGRN1
NM_015246,AP-2alpha,0,1,4674825,MGRN1
NM_024589,AP-2alpha,1,1,4852674,ROGDI
NM_032569,AP-2alpha,1,1,4897303,GLYR1
NM_001079803,AP-2alpha,1,1,78075354,GAA
NM_014692,AP-2alpha,1,1,5008317,SEC14L5
NM_004314,AP-2alpha,1,0,3666360,ART1
NM_006390,AP-2alpha,1,1,30848929,IPO8
NM_006389,AP-2alpha,1,1,118927916,HYOU1
NM_014316,AP-2alpha,1,1,8962863,CARHSP1
NM_001170937,AP-2alpha,1,1,31191430,FUS
NM_014117,AP-2alpha,1,1,9185536,C16orf72
NM_019006,AP-2alpha,1,1,80352020,ZFAND6
NM_019005,AP-2alpha,1,0,7606615,MIOS
NM_001159674,AP-2alpha,1,0,86352608,SYNCRIP
NM_015914,AP-2alpha,1,1,11836648,TXNDC11
NM_001487,AP-2alpha,1,1,56109817,BLOC1S1
NM_004130,AP-2alpha,1,1,148709194,GYG1
NM_001134477,AP-2alpha,2,1,14724120,PARN
NM_003290,AP-2alpha,1,1,16187134,TPM4
NM_015027,AP-2alpha,2,1,15068832,PDXDC1
NM_173474,AP-2alpha,1,1,15149833,NTAN1
NM_001130012,AP-2alpha,1,0,2076887,SLC9A3R2
NM_001876,AP-2alpha,1,1,68609399,CPT1A
NM_003630,AP-2alpha,1,1,143771917,PEX3
NM_003626,AP-2alpha,1,1,70116822,PPFIA1
NM_018660,AP-2alpha,0,1,28243977,ZNF395
NM_018650,AP-2alpha,1,1,220701567,MARK1
NM_015161,AP-2alpha,1,1,18812857,ARL6IP1
NM_002306,AP-2alpha,2,0,55595934,LGALS3
NM_002305,AP-2alpha,1,0,38071612,LGALS1
NM_002293,AP-2alpha,1,1,182992594,LAMC1
NM_006766,AP-2alpha,1,0,41909505,MYST3
NM_001034841,AP-2alpha,1,1,19125253,ITPRIPL2
NM_016524,AP-2alpha,1,0,19179637,SYT17
NM_006718,AP-2alpha,1,1,144329541,PLAGL1
NM_006717,AP-2alpha,0,1,91003296,SPIN1
NM_001042422,AP-2alpha,0,1,80186281,SLC16A3
NM_024054,AP-2alpha,1,1,42951689,C7orf25
NM_032906,AP-2alpha,1,1,89444955,PIGY
NM_032905,AP-2alpha,1,1,6130948,RBM17
NM_139070,AP-2alpha,1,0,179719071,MAPK9
NM_139069,AP-2alpha,1,0,179719071,MAPK9
NM_080663,AP-2alpha,1,1,20817795,ERI2
NM_001142725,AP-2alpha,1,1,20817795,ERI2
NM_032177,AP-2alpha,1,1,125936606,PHAX
NM_032175,AP-2alpha,1,1,72861597,UTP15
NM_032171,AP-2alpha,1,1,80850990,CEP78
NM_001077180,AP-2alpha,1,1,21610855,METTL9
NM_016025,AP-2alpha,1,1,21610855,METTL9
NM_024980,AP-2alpha,2,1,9189229,GPR157
NM_001099220,AP-2alpha,1,1,149535508,ZNF862
NM_020718,AP-2alpha,1,1,23160591,USP31
NM_014176,AP-2alpha,1,1,202311094,UBE2T
NM_014937,AP-2alpha,1,1,121485608,INPP5F
NM_207311,AP-2alpha,1,0,120427647,CCDC64
NM_006715,AP-2alpha,1,1,75660941,MAN2C1
NM_002413,AP-2alpha,1,1,140586921,MGST2
NM_002408,AP-2alpha,1,1,50087488,MGAT2
NM_002406,AP-2alpha,0,1,180230048,MGAT1
NM_018353,AP-2alpha,1,1,45722605,MIS18BP1
NM_020532,AP-2alpha,1,1,55277734,RTN4
NM_017724,AP-2alpha,1,1,37217851,LRRFIP2
NM_048368,AP-2alpha,1,0,77439800,CTDP1
NM_033632,AP-2alpha,1,0,153456172,FBXW7
NM_031934,AP-2alpha,0,1,27044908,RAB34
NM_024816,AP-2alpha,1,1,28936532,RABEP2
NM_001142448,AP-2alpha,1,1,28986095,SPNS1
NM_001099784,AP-2alpha,1,0,30935895,FBXL19
NM_001042552,AP-2alpha,1,1,212965169,TATDN3
NM_001042553,AP-2alpha,1,1,212965169,TATDN3
NM_001042574,AP-2alpha,1,1,91073197,CRTC3
NM_001044390,AP-2alpha,2,1,155162706,MUC1
NM_020342,AP-2alpha,1,1,196521851,SLC39A10
NM_001100622,AP-2alpha,1,1,71228775,C17orf80
NM_001100621,AP-2alpha,1,1,71228775,C17orf80
NM_001100619,AP-2alpha,1,1,20715726,CABLES1
NM_152468,AP-2alpha,2,0,76126858,TMC8
NM_012191,AP-2alpha,1,1,50336899,NAT6
NM_145701,AP-2alpha,1,1,105487425,CDCA4
NM_145690,AP-2alpha,1,1,101964357,YWHAZ
NM_145687,AP-2alpha,1,1,102314487,MAP4K4
NM_145686,AP-2alpha,1,1,102314487,MAP4K4
NM_001130159,AP-2alpha,1,0,70587293,STOX1
NM_002662,AP-2alpha,1,1,171528273,PLD1
NM_015241,AP-2alpha,1,1,18507325,MICAL3
NM_006379,AP-2alpha,1,1,80548667,SEMA3C
NM_020368,AP-2alpha,1,1,71554195,UTP3
NM_001972,AP-2alpha,1,0,852290,ELANE
NM_172002,AP-2alpha,1,1,29138042,HSCB
NM_173502,AP-2alpha,1,1,31161415,PRSS36
NM_001128144,AP-2alpha,1,1,190648810,PMS1
NM_001142279,AP-2alpha,1,1,51483813,RNASEH2B
NM_001142278,AP-2alpha,1,1,129939715,APLP2
NM_001198850,AP-2alpha,1,1,42801548,FOXJ3
NM_002878,AP-2alpha,1,1,33446888,RAD51L3
NM_024745,AP-2alpha,1,1,46655311,SHCBP1
NM_001001436,AP-2alpha,1,1,46865074,C16orf87
NM_016580,AP-2alpha,1,1,141338627,PCDH12
NM_016578,AP-2alpha,1,1,77531880,RSF1
NM_015026,AP-2alpha,1,1,62860596,MON2
NM_020240,AP-2alpha,0,1,130599701,CDC42SE2
NM_018665,AP-2alpha,1,0,74104284,DDX43
NM_024312,AP-2alpha,1,1,102224645,GNPTAB
NM_001040285,AP-2alpha,0,1,50186828,PAPD5
NM_001287,AP-2alpha,1,1,1525085,CLCN7
NM_144604,AP-2alpha,1,1,88636788,ZC3H18
NM_006915,AP-2alpha,1,1,46696346,RP2
NM_001128225,AP-2alpha,1,1,47430045,SLC39A13
NM_001172478,AP-2alpha,1,1,103251346,RRM2B
NM_152727,AP-2alpha,1,1,57126454,CPNE2
NM_006870,AP-2alpha,1,1,17550598,DSTN
NM_006868,AP-2alpha,2,1,9708227,RAB31
NM_004563,AP-2alpha,1,1,24563482,PCK2
NM_024923,AP-2alpha,1,1,13461809,NUP210
NM_024918,AP-2alpha,1,1,35402154,DSN1
NM_148976,AP-2alpha,1,1,14665180,PSMA1
NM_152221,AP-2alpha,1,0,38713413,CSNK1E
NM_170776,AP-2alpha,1,1,57702156,GPR97
NM_013237,AP-2alpha,2,1,176730834,PRELID1
NM_013236,AP-2alpha,1,1,46067677,ATXN10
NM_006599,AP-2alpha,0,1,69598996,NFAT5
NM_006598,AP-2alpha,1,1,1112172,SLC12A7
NM_006608,AP-2alpha,1,1,114301777,PHTF1
NM_173217,AP-2alpha,1,0,186648314,ST6GAL1
NM_173216,AP-2alpha,1,0,186648314,ST6GAL1
NM_004068,AP-2alpha,1,1,183892633,AP2M1
NM_001172638,AP-2alpha,1,1,180288286,ZFP62
NM_016326,AP-2alpha,1,0,66586465,CKLF
NM_016951,AP-2alpha,1,0,66586465,CKLF
NM_181640,AP-2alpha,1,0,66586465,CKLF
NM_181641,AP-2alpha,1,0,66586465,CKLF
NM_032558,AP-2alpha,1,1,97136832,HIATL1
NM_018664,AP-2alpha,2,1,212873327,BATF3
NM_001099413,AP-2alpha,1,0,41909505,MYST3
NM_001099412,AP-2alpha,1,0,41909505,MYST3
NM_001184985,AP-2alpha,0,1,862088,WNK1
NM_001184992,AP-2alpha,1,1,29297955,RNF135
NM_170692,AP-2alpha,0,1,178062863,RASAL2
NM_004594,AP-2alpha,1,0,67282854,SLC9A5
NM_002605,AP-2alpha,1,1,85525204,PDE8A
NM_002604,AP-2alpha,1,1,66753969,PDE7A
NM_003994,AP-2alpha,1,1,88974250,KITLG
NM_001311,AP-2alpha,1,1,105953256,CRIP1
NM_024519,AP-2alpha,1,1,67562716,FAM65A
NM_001193360,AP-2alpha,0,1,69658193,EXD2
NM_001193362,AP-2alpha,0,1,69658482,EXD2
NM_001193361,AP-2alpha,0,1,69658193,EXD2
NM_001193375,AP-2alpha,1,1,5904024,NDUFA11
NM_001193363,AP-2alpha,0,1,69658482,EXD2
NM_001079874,AP-2alpha,3,1,108231126,VAV3
NM_006196,AP-2alpha,1,0,70314584,PCBP1
NM_001126106,AP-2alpha,1,0,23289014,SLC7A7
NM_006022,AP-2alpha,1,0,45150701,TSC22D1
NM_005921,AP-2alpha,0,1,56110899,MAP3K1
NM_031921,AP-2alpha,1,1,1407163,ATAD3B
NM_001184794,AP-2alpha,1,2,35104253,PARD3
NM_004354,AP-2alpha,1,1,78078356,CCNG2
NM_001270,AP-2alpha,1,0,98262238,CHD1
NM_001099402,AP-2alpha,1,1,99947738,CCNK
NM_003899,AP-2alpha,1,1,111806060,ARHGEF7
NM_032470,AP-2alpha,1,0,32013905,TNXB
NM_001172695,AP-2alpha,1,1,58176527,TSFM
NM_138383,AP-2alpha,1,0,70719954,MTSS1L
NM_003873,AP-2alpha,1,0,33623833,NRP1
NM_014646,AP-2alpha,2,0,3011945,LPIN2
NM_014641,AP-2alpha,1,0,30685458,MDC1
NM_004135,AP-2alpha,1,2,153059967,IDH3G
NM_004134,AP-2alpha,1,1,137911318,HSPA9
NM_001044264,AP-2alpha,1,0,35754274,MSMP
NM_001142545,AP-2alpha,1,1,78266425,ADCK1
NM_003528,AP-2alpha,1,0,149858232,HIST2H2BE
NM_012089,AP-2alpha,1,1,229694442,ABCB10
NM_000602,AP-2alpha,2,1,100770378,SERPINE1
NM_001123066,AP-2alpha,1,1,43971747,MAPT
NM_001123067,AP-2alpha,1,1,43971747,MAPT
NM_024306,AP-2alpha,1,1,74808729,FA2H
NM_001170790,AP-2alpha,1,1,53645369,MFSD5
NM_001170766,AP-2alpha,1,2,98592016,LCOR
NM_020354,AP-2alpha,1,0,101419262,ENTPD7
NM_014985,AP-2alpha,1,1,49103343,CEP152
NM_002185,AP-2alpha,1,0,35856990,IL7R
NM_206839,AP-2alpha,0,1,79165171,MORF4L1
NM_152342,AP-2alpha,1,0,80838175,CDYL2
NM_020188,AP-2alpha,1,1,81040502,C16orf61
NM_004199,AP-2alpha,1,0,131562935,P4HA2
NM_021134,AP-2alpha,0,1,1968501,MRPL23
NM_001146316,AP-2alpha,1,1,6982449,SPSB2
NM_001146314,AP-2alpha,1,1,52008646,ABHD14B
NM_182981,AP-2alpha,1,1,83986826,OSGIN1
NM_018464,AP-2alpha,1,0,60028894,CISD1
NM_005309,AP-2alpha,1,1,145729464,GPT
NM_199413,AP-2alpha,1,1,91537804,PRC1
NM_001198910,AP-2alpha,1,1,36871992,C13orf38-SOHLH2
NM_001012759,AP-2alpha,1,1,88772890,CTU2
NM_001012762,AP-2alpha,1,1,88772890,CTU2
NM_001136036,AP-2alpha,1,0,249153125,ZNF692
NM_001101801,AP-2alpha,0,1,137368802,FAM13B
NM_032876,AP-2alpha,1,1,23451848,JUB
NM_206873,AP-2alpha,1,1,67169376,PPP1CA
NM_001204113,AP-2alpha,0,1,111878490,BCL2L11
NM_001204112,AP-2alpha,0,1,111878490,BCL2L11
NM_001204111,AP-2alpha,0,1,111878490,BCL2L11
NM_001204110,AP-2alpha,0,1,111878490,BCL2L11
NM_153025,AP-2alpha,1,1,89724209,C16orf55
NM_001134758,AP-2alpha,1,1,62339355,ARFRP1
NM_032451,AP-2alpha,1,1,89894906,SPIRE2
NM_014972,AP-2alpha,1,0,89939993,TCF25
NM_001042610,AP-2alpha,1,1,90085937,DBNDD1
NM_002906,AP-2alpha,1,1,110167437,RDX
NM_001328,AP-2alpha,1,2,1242908,CTBP1
NM_003392,AP-2alpha,3,1,55521331,WNT5A
NM_003401,AP-2alpha,1,1,82373316,XRCC4
NM_003390,AP-2alpha,1,2,9595227,WEE1
NM_015077,AP-2alpha,1,0,26698986,SARM1
NM_145231,AP-2alpha,1,0,90421089,EFCAB11
NM_138501,AP-2alpha,1,1,14640378,TECR
NM_012137,AP-2alpha,0,1,85930889,DDAH1
NM_012135,AP-2alpha,1,1,3849631,FAM50B
NM_001204106,AP-2alpha,0,1,111878490,BCL2L11
NM_080822,AP-2alpha,1,1,1945276,OVCA2
NM_002114,AP-2alpha,2,0,12012723,HIVEP1
NM_001128150,AP-2alpha,1,1,190649097,ORMDL1
NM_001128148,AP-2alpha,1,1,195809032,TFRC
NM_001134432,AP-2alpha,1,1,28390618,AZI2
NM_020155,AP-2alpha,1,0,64053581,GPR137
NM_020142,AP-2alpha,1,0,57634475,NDUFA4L2
NM_001197080,AP-2alpha,1,1,112063198,IFRD1
NM_001145785,AP-2alpha,1,0,19281098,MEF2B
NM_033103,AP-2alpha,2,1,33555824,RHPN2
NM_030952,AP-2alpha,1,1,205290883,NUAK2
NM_032294,AP-2alpha,1,1,3796337,CAMKK1
NM_172207,AP-2alpha,1,1,3796337,CAMKK1
NM_033058,AP-2alpha,1,0,67039277,TRIM55
NM_032957,AP-2alpha,1,0,62289162,RTEL1
NM_001083535,AP-2alpha,1,1,109416355,CEP57L1
NM_001685,AP-2alpha,1,1,27107965,ATP5J
NM_201384,AP-2alpha,1,1,145013758,PLEC
NM_001001683,AP-2alpha,1,1,4634722,MED11
NM_001201484,AP-2alpha,1,1,35096546,PIGO
NM_025009,AP-2alpha,1,1,56815036,CEP135
NM_002663,AP-2alpha,1,1,4710420,PLD2
NM_004890,AP-2alpha,1,0,4871132,SPAG7
NM_022912,AP-2alpha,1,1,86564777,REEP1
NM_001142599,AP-2alpha,1,1,131563556,P4HA2
NM_006305,AP-2alpha,0,1,69113261,ANP32A
NM_002154,AP-2alpha,0,1,132387661,HSPA4
NM_014704,AP-2alpha,1,1,3773797,CEP104
NM_007362,AP-2alpha,1,1,196669464,NCBP2
NM_016060,AP-2alpha,1,1,6554954,MED31
NM_052827,AP-2alpha,1,1,56360555,CDK2
NM_203356,AP-2alpha,1,1,39735501,CTAGE5
NM_138436,AP-2alpha,1,1,42396717,C8orf40
NM_152455,AP-2alpha,1,0,43662258,ZSCAN29
NM_152449,AP-2alpha,1,1,100273626,LYSMD4
NM_152441,AP-2alpha,1,1,1703331,FBXL14
NM_152439,AP-2alpha,1,1,70083056,BEST3
NM_152438,AP-2alpha,1,1,31226778,DDX11
NM_152437,AP-2alpha,1,1,124457761,ZNF664
NM_000389,AP-2alpha,1,1,36646455,CDKN1A
NM_006412,AP-2alpha,2,1,139581911,AGPAT2
NM_006411,AP-2alpha,1,0,32143916,AGPAT1
NM_002912,AP-2alpha,1,0,111804414,REV3L
NM_002032,AP-2alpha,2,1,61735132,FTH1
NM_001102614,AP-2alpha,1,0,7384720,AMAC1L3
NM_030761,AP-2alpha,0,1,22469519,WNT4
NM_001130820,AP-2alpha,1,1,100965093,RABL5
NM_001142620,AP-2alpha,0,1,74502046,STRA6
NM_000660,AP-2alpha,0,1,41859831,TGFB1
NM_199363,AP-2alpha,1,1,62496589,TPD52L2
NM_199362,AP-2alpha,1,1,62496589,TPD52L2
NM_199361,AP-2alpha,1,1,62496589,TPD52L2
NM_199360,AP-2alpha,1,1,62496589,TPD52L2
NM_199359,AP-2alpha,1,1,62496589,TPD52L2
NM_001135953,AP-2alpha,0,1,86432752,GKAP1
NM_001136053,AP-2alpha,1,1,127309568,TPRA1
NM_005063,AP-2alpha,1,1,102106771,SCD
NM_018685,AP-2alpha,2,1,36429431,ANLN
NM_018682,AP-2alpha,1,0,104654636,MLL5
NM_032580,AP-2alpha,1,1,8027410,HES7
NM_017622,AP-2alpha,0,1,8093564,C17orf59
NM_032592,AP-2alpha,1,1,44087811,ACCS
NM_000983,AP-2alpha,1,1,6259679,RPL22
NM_007292,AP-2alpha,1,1,73975515,ACOX1
NM_001620,AP-2alpha,1,1,62314332,AHNAK
NM_153210,AP-2alpha,1,1,9548949,USP43
NM_148672,AP-2alpha,0,1,43412488,CCL28
NM_148179,AP-2alpha,1,1,34612101,C9orf23
NM_148174,AP-2alpha,0,1,103876397,AZIN1
NM_148172,AP-2alpha,1,1,17494994,PEMT
NM_001172819,AP-2alpha,1,1,64059479,PGM1
NM_001142928,AP-2alpha,1,1,150020295,LRRC61
NM_020435,AP-2alpha,1,2,228337552,GJC2
NM_020433,AP-2alpha,1,1,42816218,JPH2
NM_000254,AP-2alpha,1,1,236958580,MTR
NM_001190228,AP-2alpha,1,1,140122017,LOC643596
NM_001113567,AP-2alpha,0,1,16395480,C17orf76
NM_207387,AP-2alpha,0,1,16395480,C17orf76
NM_145901,AP-2alpha,1,1,34204649,HMGA1
NM_080645,AP-2alpha,2,1,75915623,COL12A1
NM_145869,AP-2alpha,2,1,81965328,ANXA11
NM_145868,AP-2alpha,2,1,81965328,ANXA11
NM_145862,AP-2alpha,1,1,29137822,CHEK2
NM_001040439,AP-2alpha,1,1,1756220,MAPK8IP3
NM_019610,AP-2alpha,1,1,89458643,RBMXL1
NM_019597,AP-2alpha,1,1,100663120,HNRNPH2
NM_019606,AP-2alpha,0,1,100027253,MEPCE
NM_019595,AP-2alpha,1,1,24583397,ITSN2
NM_019593,AP-2alpha,1,1,5591672,GPCPD1
NM_001144900,AP-2alpha,2,1,18163847,SMCR7
